AvenueName,time_band,대형버스,대형트럭,소형버스,소형트럭,승용차,오토바이,cluster_k2,cluster,cluster_name
미금역사거리_정자일로방면,저녁(20-24),6.893789841177108,0.1181631008862232,0.7296147449457948,1.4367087713016315,89.27014968268402,1.551573859005225,1,1,일반/무난한 접근로
미금역사거리_청송마을사거리방면,심야(00-04),8.197587391036365,0.3393648557424202,0.0568665433946758,3.8148278594699305,84.25383757447683,3.3375157758797807,1,2,배달·대중교통 혼합(오후~야간)
미금역사거리_청송마을사거리방면,새벽첫차(04-07),23.527439619816416,0.6881062430831326,0.8186315995052404,7.4669617863420354,66.76160406223553,0.7372566890176421,0,3,새벽 첫차 대중교통 극단형
미금역사거리_청송마을사거리방면,출근(07-10),14.49205891766096,0.4646478104277482,1.2489808449537525,4.296670784318553,78.8344486715142,0.6631929711247851,1,1,일반/무난한 접근로
미금역사거리_청송마을사거리방면,낮(10-17),12.969647521475263,0.3352196892507358,0.8017173765796701,4.288414603887814,79.3150472169,2.2899535919065213,1,2,배달·대중교통 혼합(오후~야간)
미금역사거리_청송마을사거리방면,퇴근(17-20),11.024233261833407,0.2794091656378221,0.6158445022829541,1.3554046442317107,85.08889598095821,1.636212445055888,1,2,배달·대중교통 혼합(오후~야간)
미금역사거리_청송마을사거리방면,저녁(20-24),16.530981204205162,0.2849633641287034,0.2811404906021026,0.7664861420834661,80.7467346288627,1.3896941701178718,1,2,배달·대중교통 혼합(오후~야간)
오리삼거리_농수산물센터방면,심야(00-04),1.3262968125196066,1.793677455733851,0.0317675883238229,4.331113573099206,91.28893018675372,1.2282143835698034,1,0,물류/화물 중심
오리삼거리_농수산물센터방면,새벽첫차(04-07),14.840298792564369,1.1648084289261764,1.4245930811223824,7.190927644344355,75.23500256366434,0.1443694893783868,0,3,새벽 첫차 대중교통 극단형
오리삼거리_농수산물센터방면,출근(07-10),5.822765057272955,0.4190928553018468,0.9754724821553497,2.666484318975206,89.87698544199152,0.239199844303125,1,1,일반/무난한 접근로
오리삼거리_농수산물센터방면,낮(10-17),8.764667878423293,0.7919131499370503,1.3670293835727336,3.5744505986138755,84.3057843336217,1.1961546558313447,1,1,일반/무난한 접근로
오리삼거리_농수산물센터방면,퇴근(17-20),11.134030096010756,0.5684966194725277,1.298775918266504,2.0709167931406114,84.05911182868601,0.8686687444235865,1,1,일반/무난한 접근로
오리삼거리_농수산물센터방면,저녁(20-24),13.386061080657791,0.4516836335160533,0.8358131036282955,1.7386583137561993,82.79707648133646,0.7907073871051945,1,1,일반/무난한 접근로
오리삼거리_오리교1사거리방면,심야(00-04),11.477692187915038,0.9864715095670334,0.0540406862251206,5.233703069327788,80.6690053765903,1.5790871703747125,1,2,배달·대중교통 혼합(오후~야간)
오리삼거리_오리교1사거리방면,새벽첫차(04-07),10.438025523183674,0.901837641497009,0.7909275549178226,13.191368422511976,74.37006536763228,0.307775490257242,0,0,물류/화물 중심
오리삼거리_오리교1사거리방면,출근(07-10),7.333607964624949,1.1591662955969302,0.4686194062725469,4.269008493726738,86.21382665368121,0.5557711860976242,1,1,일반/무난한 접근로
오리삼거리_오리교1사거리방면,낮(10-17),6.261127380805314,0.7669263358307112,0.2817725327190413,4.5283443910733885,86.44494262813292,1.7168867314386205,1,2,배달·대중교통 혼합(오후~야간)
오리삼거리_오리교1사거리방면,퇴근(17-20),7.1447165152233945,0.141833619190113,0.2406062596552688,2.0136481407145204,88.54383340023598,1.91536206498072,1,2,배달·대중교통 혼합(오후~야간)
오리삼거리_오리교1사거리방면,저녁(20-24),12.723387611657856,0.188085610588012,0.3695565896110021,1.3887850359778438,83.85052083033757,1.479664321827709,1,2,배달·대중교통 혼합(오후~야간)
오리삼거리_오리역방면,심야(00-04),4.511127881928999,0.9631003133699514,1.0460658826586966,4.655068146719112,86.97940354752778,1.845234227795465,1,1,일반/무난한 접근로
오리삼거리_오리역방면,새벽첫차(04-07),18.74503945095476,1.6904473741861108,2.444271261676369,8.984474603784562,67.80284937528506,0.3329179341131346,0,3,새벽 첫차 대중교통 극단형
오리삼거리_오리역방면,출근(07-10),9.386081466098918,1.0017763398333583,2.05454808158131,6.080351754950096,81.10667577029027,0.37056658724605,0,1,일반/무난한 접근로
오리삼거리_오리역방면,낮(10-17),7.183971654678217,0.5744569737529255,1.2116321268948878,3.7969750567185834,86.19462192507201,1.0383422628833745,1,1,일반/무난한 접근로
오리삼거리_오리역방면,퇴근(17-20),5.799103010307638,0.4075029997932647,0.879655185397525,1.405586968429174,90.73655314695895,0.7715986891134323,1,1,일반/무난한 접근로
오리삼거리_오리역방면,저녁(20-24),9.25234363197358,0.6517377464557287,1.730546153934501,1.1400330595451706,86.00199488115969,1.2233445269313374,1,1,일반/무난한 접근로
